t,x,y,z
16.4,0.771355,0.593767,1.108006
16.5,0.774513,0.601755,1.108697
16.6,0.777343,0.608905,1.108628
16.7,0.780282,0.614864,1.110091
16.8,0.782831,0.62041,1.113127
16.9,0.78524,0.625775,1.116529
17.0,0.787884,0.630585,1.12027
17.1,0.790837,0.63487,1.124109
17.2,0.793172,0.639166,1.124829
17.3,0.794506,0.64313,1.125673
17.4,0.796105,0.647186,1.128872
17.5,0.797412,0.650524,1.132583
17.6,0.797629,0.653736,1.13354
17.7,0.798385,0.656008,1.135943
17.8,0.800338,0.657479,1.139822
17.9,0.802413,0.657934,1.144052
18.0,0.80474,0.65727,1.147235
18.1,0.806654,0.655616,1.148803
18.2,0.807951,0.653009,1.145194
18.3,0.809591,0.649746,1.142623
18.4,0.812074,0.645575,1.142138
18.5,0.814923,0.640207,1.142421
18.6,0.817669,0.634442,1.141979
18.7,0.818895,0.628426,1.14097
18.8,0.819092,0.622284,1.139893
18.9,0.820418,0.615853,1.137732
19.0,0.822924,0.611953,1.130071
19.1,0.827962,0.612795,1.128505
19.2,0.833747,0.615587,1.129354
19.3,0.838718,0.617596,1.124793
19.4,0.843091,0.618089,1.117934
19.5,0.848446,0.61948,1.115028
19.6,0.854353,0.622189,1.111111
19.7,0.860094,0.624216,1.102515
19.8,0.865819,0.626624,1.096645
19.9,0.870946,0.630266,1.092407
20.0,0.875544,0.634226,1.088541
20.1,0.879263,0.637846,1.083585
20.2,0.882343,0.641158,1.076187
20.3,0.885037,0.645056,1.068264
20.4,0.887436,0.649423,1.057262
20.5,0.890373,0.654287,1.048583
20.6,0.893223,0.65959,1.039494
20.7,0.895093,0.666043,1.031391
20.8,0.895864,0.672247,1.024636
20.9,0.895529,0.677486,1.0156
21.0,0.895017,0.682373,1.006788
21.1,0.894579,0.688439,0.999608
21.2,0.893485,0.695341,0.996524
21.3,0.891816,0.703107,0.994219
21.4,0.889281,0.710913,0.992283
21.5,0.88635,0.718818,0.989138
21.6,0.882687,0.726817,0.98608
21.7,0.879283,0.733729,0.982139
21.8,0.875875,0.740945,0.980801
21.9,0.87217,0.749676,0.982158
22.0,0.868481,0.758138,0.981739
22.1,0.864149,0.767391,0.982994
22.2,0.860029,0.777193,0.984773
22.3,0.855727,0.78634,0.983516
22.4,0.851319,0.794668,0.977379
22.5,0.846899,0.804853,0.976249
22.6,0.842654,0.816414,0.976118
22.7,0.83886,0.827394,0.974278
22.8,0.835866,0.838874,0.974878
22.9,0.833225,0.851152,0.977449
23.0,0.831433,0.862783,0.975095
23.1,0.830046,0.872998,0.969385
23.2,0.828541,0.883871,0.961898
23.3,0.827317,0.89434,0.951098
23.4,0.82756,0.905873,0.945873
23.5,0.827809,0.920059,0.949197
23.6,0.828077,0.934229,0.954335
23.7,0.829114,0.946895,0.954278
23.8,0.830202,0.959865,0.958564
23.9,0.830988,0.974435,0.965126
24.0,0.832672,0.987623,0.965256
24.1,0.834765,0.99966,0.962062
24.2,0.836002,1.01387,0.961922
24.3,0.836663,1.029928,0.966361
24.4,0.83763,1.046119,0.968814
24.5,0.839128,1.061168,0.968132
24.6,0.841359,1.077324,0.971071
24.7,0.843853,1.094674,0.975871
24.8,0.847419,1.110975,0.981329
24.9,0.851148,1.126749,0.98514
25.0,0.855085,1.141311,0.984428
25.1,0.859658,1.155561,0.983661
25.2,0.864114,1.16917,0.980005
25.3,0.868943,1.182222,0.977431
25.4,0.873832,1.196123,0.976486
25.5,0.880085,1.208427,0.97377
25.6,0.886813,1.220141,0.971993
25.7,0.893751,1.231431,0.971063
25.8,0.900778,1.241351,0.970871
25.9,0.907941,1.250499,0.97093
26.0,0.914803,1.258606,0.970408
26.1,0.922015,1.265721,0.970246
26.2,0.930282,1.271646,0.967104
26.3,0.93841,1.275683,0.96534
26.4,0.945959,1.277971,0.961905
26.5,0.953042,1.278513,0.957678
26.6,0.960017,1.277877,0.953882
26.7,0.966486,1.276566,0.9517
26.8,0.972879,1.273371,0.949424
26.9,0.978148,1.269963,0.949568
27.0,0.982478,1.266381,0.949804
27.1,0.98557,1.261058,0.945916
27.2,0.988245,1.254901,0.94153
27.3,0.989968,1.248205,0.936367
27.4,0.991699,1.239872,0.928433
27.5,0.992129,1.231628,0.921306
27.6,0.991677,1.222668,0.913729
27.7,0.989922,1.213425,0.908261
27.8,0.986524,1.205619,0.906291
27.9,0.983347,1.197085,0.9046
28.0,0.979896,1.188567,0.903924
28.1,0.976185,1.180709,0.903491
28.2,0.971765,1.172649,0.901362
28.3,0.967357,1.164001,0.895323
28.4,0.962534,1.156437,0.891143
28.5,0.957245,1.149753,0.888649
28.6,0.951264,1.144841,0.889671
28.7,0.945463,1.140976,0.890798
28.8,0.938732,1.136662,0.88842
28.9,0.932016,1.131561,0.881829
29.0,0.925031,1.127301,0.879971
29.1,0.918736,1.12528,0.88149
29.2,0.912941,1.124599,0.882129
29.3,0.907608,1.124957,0.882419
29.4,0.90282,1.124156,0.875337
29.5,0.898257,1.124671,0.873123
29.6,0.894541,1.125594,0.872606
29.7,0.890725,1.127115,0.873425
29.8,0.887282,1.128519,0.874598
29.9,0.883907,1.130022,0.875216
30.0,0.880672,1.130968,0.874984
30.1,0.877827,1.132649,0.876846
30.2,0.874925,1.135273,0.878414
30.3,0.87183,1.138823,0.880126
30.4,0.869053,1.1422,0.881055
30.5,0.866241,1.143409,0.88287
30.6,0.863704,1.144859,0.883977
30.7,0.860034,1.146851,0.880852
30.8,0.852637,1.15029,0.883058
30.9,0.84375,1.154298,0.884999
31.0,0.834326,1.158902,0.886114
31.1,0.825267,1.163802,0.887914
31.2,0.816131,1.169225,0.889131
31.3,0.809108,1.175513,0.88942
31.4,0.802254,1.182119,0.890737
31.5,0.795386,1.188776,0.890513
31.6,0.78964,1.195189,0.887632
31.7,0.783857,1.202172,0.886489
31.8,0.777385,1.210073,0.887813
31.9,0.771875,1.218155,0.887645
32.0,0.765646,1.226131,0.887428
32.1,0.759594,1.234589,0.884984
32.2,0.754283,1.242958,0.881293
32.3,0.748301,1.251103,0.881017
32.4,0.741272,1.259378,0.882111
32.5,0.734591,1.267222,0.882181
32.6,0.727846,1.274292,0.883294
32.7,0.720511,1.280691,0.886127
32.8,0.713265,1.286982,0.887699
32.9,0.705713,1.293731,0.889926
33.0,0.698077,1.300447,0.892149
33.1,0.691333,1.306604,0.892376
33.2,0.684589,1.312805,0.889617
33.3,0.67604,1.318823,0.891786
33.4,0.668046,1.324571,0.891872
33.5,0.660559,1.330192,0.893099
33.6,0.652899,1.335802,0.893815
33.7,0.645004,1.341823,0.896758
33.8,0.636489,1.348208,0.90001
33.9,0.628248,1.355043,0.902024
34.0,0.620419,1.36147,0.904883
34.1,0.613319,1.367773,0.905839
34.2,0.607494,1.374614,0.905722
34.3,0.601284,1.381609,0.906751
34.4,0.596378,1.3888,0.90754
34.5,0.592136,1.395155,0.908095
34.6,0.587731,1.401883,0.908878
34.7,0.584444,1.407841,0.908813
34.8,0.582708,1.413223,0.90383
34.9,0.582155,1.417784,0.894973
35.0,0.581947,1.422387,0.891095
35.1,0.579999,1.42621,0.893411
35.2,0.577596,1.429075,0.897197
35.3,0.575577,1.431418,0.899879
35.4,0.574981,1.433099,0.900102
35.5,0.573692,1.434762,0.900114
35.6,0.572821,1.436448,0.899137
35.7,0.571903,1.43842,0.900233
35.8,0.570903,1.441413,0.903147
35.9,0.570445,1.445251,0.904339
36.0,0.569968,1.449614,0.906717
36.1,0.568185,1.454882,0.910747
36.2,0.565868,1.460818,0.913241
36.3,0.564417,1.466987,0.913421
36.4,0.562752,1.472814,0.912042
36.5,0.560579,1.478404,0.912431
36.6,0.556613,1.484456,0.915821
36.7,0.552331,1.490755,0.918996
36.8,0.548271,1.495486,0.91893
36.9,0.540829,1.49892,0.923724
