t,x,y,z
16.1,-0.01502,0.150116,1.034621
16.2,0.007361,0.131761,1.030774
16.3,0.033797,0.113072,1.026719
16.4,0.063857,0.093985,1.022124
16.5,0.097419,0.074746,1.017878
16.6,0.136539,0.055607,1.019236
16.7,0.178556,0.03653,1.019033
16.8,0.222811,0.017662,1.017852
16.9,0.27025,-0.000795,1.019439
17.0,0.320316,-0.018341,1.021364
17.1,0.371573,-0.035272,1.021742
17.2,0.424264,-0.051252,1.023134
17.3,0.478519,-0.066002,1.026251
17.4,0.533122,-0.079339,1.028751
17.5,0.586799,-0.091241,1.02966
17.6,0.638974,-0.101179,1.02704
17.7,0.689592,-0.109077,1.02093
17.8,0.739219,-0.11469,1.016198
17.9,0.7891,-0.117957,1.016124
18.0,0.83668,-0.118727,1.015227
18.1,0.881474,-0.11719,1.015255
18.2,0.92291,-0.113252,1.013537
18.3,0.961218,-0.107181,1.012654
18.4,0.996574,-0.098842,1.011792
18.5,1.028095,-0.088409,1.010116
18.6,1.054183,-0.075928,1.010639
18.7,1.076417,-0.061707,1.012692
18.8,1.095664,-0.045895,1.013643
18.9,1.113258,-0.02578,1.015962
19.0,1.128314,-0.002329,1.020253
19.1,1.140511,0.02244,1.026271
19.2,1.149887,0.04741,1.031265
19.3,1.1562,0.072057,1.035395
19.4,1.159725,0.096109,1.037269
19.5,1.160404,0.119679,1.037392
19.6,1.158613,0.143132,1.0375
19.7,1.154687,0.16667,1.038393
19.8,1.148924,0.18959,1.03932
19.9,1.141575,0.212109,1.040828
20.0,1.13281,0.233901,1.041591
20.1,1.122802,0.254386,1.041568
20.2,1.111922,0.274233,1.041812
20.3,1.100064,0.292812,1.039631
20.4,1.087176,0.30899,1.034272
20.5,1.073921,0.325157,1.032767
20.6,1.060155,0.341109,1.031583
20.7,1.045956,0.355478,1.029623
20.8,1.031682,0.370261,1.030814
20.9,1.016967,0.3838,1.029615
21.0,1.002041,0.395512,1.02745
21.1,0.987227,0.40776,1.029079
21.2,0.972496,0.418808,1.02839
21.3,0.957711,0.428442,1.025695
21.4,0.94312,0.438257,1.026312
21.5,0.928564,0.448198,1.028117
21.6,0.913975,0.457445,1.029088
21.7,0.899549,0.466606,1.03148
21.8,0.885171,0.474699,1.031419
21.9,0.87097,0.483208,1.033865
22.0,0.857193,0.491041,1.033594
22.1,0.843955,0.49826,1.033599
22.2,0.831214,0.505887,1.034763
22.3,0.818688,0.512915,1.035053
22.4,0.806457,0.519821,1.036469
22.5,0.794617,0.526373,1.037095
22.6,0.783306,0.532778,1.038613
22.7,0.77238,0.539388,1.040804
22.8,0.761887,0.545815,1.041672
22.9,0.751708,0.551991,1.040104
23.0,0.742017,0.558901,1.040542
23.1,0.732979,0.566012,1.042009
23.2,0.724441,0.57314,1.042624
23.3,0.716376,0.579358,1.038676
23.4,0.709188,0.585454,1.035801
23.5,0.702721,0.592629,1.034971
23.6,0.69679,0.600466,1.036502
23.7,0.691586,0.608502,1.037705
23.8,0.687122,0.615991,1.037337
23.9,0.683036,0.623409,1.036837
24.0,0.679491,0.63047,1.035437
24.1,0.676544,0.637039,1.031226
24.2,0.674328,0.643275,1.027634
24.3,0.672534,0.650143,1.024587
24.4,0.671318,0.656673,1.021499
24.5,0.670786,0.662852,1.017991
24.6,0.670868,0.670797,1.020624
