t,x,y,z,mode
11.9,-0.139666,-1.475929,0.417207,FLOW
11.92,-0.142236,-1.474391,0.420638,FLOW
11.94,-0.14192,-1.473772,0.424762,FLOW
11.96,-0.141975,-1.473128,0.412887,FLOW
11.98,-0.14229,-1.47217,0.414074,FLOW
12.0,-0.143345,-1.471369,0.415689,FLOW
12.02,-0.143238,-1.470103,0.411279,FLOW
12.04,-0.142908,-1.469031,0.407577,FLOW
12.06,-0.143071,-1.46771,0.402124,FLOW
12.08,-0.144892,-1.468262,0.407411,FLOW
12.1,-0.145229,-1.466952,0.397634,FLOW
12.12,-0.144919,-1.467058,0.397198,FLOW
12.14,-0.145776,-1.46798,0.394382,FLOW
12.16,-0.143455,-1.467291,0.393283,FLOW
12.18,-0.145312,-1.466331,0.392902,FLOW
12.2,-0.145642,-1.465703,0.387377,FLOW
12.22,-0.146194,-1.466049,0.38016,FLOW
12.24,-0.14585,-1.460636,0.382597,FLOW
12.26,-0.148435,-1.460398,0.375426,FLOW
12.28,-0.148417,-1.459906,0.3709,FLOW
12.3,-0.149166,-1.460268,0.374124,FLOW
12.32,-0.150579,-1.451554,0.373524,FLOW
12.34,-0.152955,-1.450486,0.367535,FLOW
12.36,-0.153553,-1.449864,0.369046,FLOW
12.38,-0.153633,-1.449472,0.369713,FLOW
12.4,-0.150107,-1.446766,0.357771,FLOW
12.42,-0.150769,-1.446087,0.364103,FLOW
12.44,-0.150667,-1.445866,0.355113,FLOW
12.46,-0.15057,-1.44484,0.354494,FLOW
12.48,-0.150847,-1.443972,0.348203,FLOW
12.5,-0.151004,-1.443057,0.352719,FLOW
12.52,-0.151467,-1.442825,0.350665,FLOW
12.54,-0.151572,-1.442679,0.342883,FLOW
12.56,-0.152379,-1.443192,0.354507,FLOW
12.58,-0.152331,-1.442412,0.339667,FLOW
12.6,-0.151357,-1.441923,0.332195,FLOW
12.62,-0.154683,-1.437355,0.337254,FLOW
12.64,-0.153787,-1.438248,0.333405,FLOW
12.66,-0.153778,-1.43699,0.326082,FLOW
12.68,-0.153924,-1.435944,0.330535,FLOW
12.7,-0.14897,-1.433446,0.326014,FLOW
12.72,-0.149718,-1.432818,0.316642,FLOW
12.74,-0.149996,-1.43215,0.32537,FLOW
12.76,-0.149282,-1.431495,0.311269,FLOW
12.78,-0.148292,-1.429687,0.313155,FLOW
12.8,-0.147709,-1.429278,0.314459,FLOW
12.82,-0.147756,-1.428451,0.31753,FLOW
12.84,-0.146712,-1.426705,0.305362,FLOW
12.86,-0.146807,-1.425751,0.303192,FLOW
12.88,-0.14679,-1.425731,0.296501,FLOW
12.9,-0.147467,-1.426282,0.305655,FLOW
12.92,-0.147368,-1.425313,0.294559,FLOW
12.94,-0.147924,-1.424324,0.301077,FLOW
12.96,-0.147916,-1.423689,0.293138,FLOW
12.98,-0.147563,-1.422922,0.282957,FLOW
13.0,-0.149358,-1.419738,0.279935,FLOW
13.02,-0.1481,-1.419145,0.280628,FLOW
13.04,-0.147612,-1.418718,0.298151,FLOW
13.06,-0.14763,-1.417708,0.28145,FLOW
13.08,-0.140854,-1.417044,0.275093,FLOW
13.1,-0.121519,-0.800626,0.239486,GPS
13.1,-0.140448,-1.415347,0.278261,FLOW
13.2,-0.147497,-0.81694,0.200573,GPS
13.3,-0.207334,-0.821904,0.183295,GPS
13.4,-0.263333,-0.854758,0.195307,GPS
13.5,-0.308993,-0.92325,0.178048,GPS
13.6,-0.350229,-1.034406,0.12844,GPS
13.7,-0.39377,-1.171204,0.042963,GPS
13.8,-0.420368,-1.156637,0.060808,GPS
13.9,-0.40361,-1.245288,0.071246,GPS
14.0,-0.355005,-1.307416,0.063874,GPS
14.1,-0.305066,-1.344916,0.076492,GPS
14.2,-0.252696,-1.400637,0.039189,GPS
14.3,-0.23917,-1.453917,-0.025586,GPS
14.4,-0.213871,-1.536247,-0.118555,GPS
14.5,-0.18999,-1.58829,-0.238756,GPS
14.6,-0.191795,-1.604032,-0.328542,GPS
14.7,-0.178942,-1.557084,-0.379488,GPS
14.8,-0.150836,-1.484188,-0.398736,GPS
14.9,-0.138128,-1.454157,-0.405894,GPS
15.0,-0.122132,-1.428245,-0.439931,GPS
