t,ax,ay,az,wx,wy,wz
724.72,0.0357939704516921,-0.06894702944747237,9.643108655754327,-0.013311759923971246,0.025246027594681572,-0.023030691656983387
724.73,0.0020488439648612975,0.10844450639791858,9.747898601239402,-0.02944734758732409,0.013119496588947399,0.022973253911157267
724.74,0.14991798123772748,-0.13090319391865277,9.591879364534769,-0.013717992962887624,-0.027038766225969398,-0.027411547355940515
724.75,-0.2576486894980725,0.034638021638215395,10.30934026338954,-0.01557710729452193,-0.004953521718088241,0.0042412195058766835
724.76,-0.02411845510848584,-0.09055331695667004,10.966226635758217,-0.01675835020351957,-0.0061132720049094135,-0.007541453635257618
724.77,0.0974241793898328,0.040260556580491935,10.704550860434903,0.0051404245923590206,0.013002083162728932,-0.022525053429899328
724.78,-0.1306636063389541,0.17399707325456068,10.708799316151621,0.03254400398078267,0.014985140476887968,-0.01237586968497705
724.79,-0.10510852304859573,0.19350169784034854,10.607543902859112,0.010521667648787062,-0.01853789030940762,-0.025546914611626885
724.8,0.00043057166399774734,0.09268003691264781,10.856753088409485,-0.007392677433163819,-0.016681506418053892,-0.007748930315738685
724.81,0.04881512799127171,0.3845437675401477,10.523290884286888,0.009686705818786157,-0.003329031980403177,-0.008148839035425324
724.82,-0.24504879872637028,-0.062438189228382075,10.29988907883018,-0.005380896132391658,0.0033348060764233304,-0.005699145981167967
724.83,-0.3506451604597355,-0.087279040493415,10.517312889634038,-0.004137699056276409,-0.00697622618357999,-0.031982854006181026
724.84,-0.12879427400876117,-0.2732474403110695,10.44383920268039,-0.02199943681454812,0.004227340230965738,-0.011580110354024628
724.85,0.14327186085491112,-0.018647447060769085,10.275831416423111,-0.05215815666778205,0.006877270653779287,0.02411855715459209
724.86,-0.14345091495323506,0.11233316681595142,10.259126476089891,0.00036320877638679774,0.0003075646736278506,0.024801079452711806
724.87,-0.08858680135875872,0.010743778958438144,10.334266172141174,0.023957389987132132,0.03124730920997073,-0.010469410466629215
724.88,0.010534450988387655,-0.06315021706749512,10.47506806228219,-0.016826215085776988,0.01662598968904842,-0.06095820566090563
724.89,0.016674854108826326,0.01732898797654376,10.310668311442386,-0.019410463194374044,-0.01526644052827359,0.0013694280844928678
724.9,-0.1631630525975651,0.12173304957496832,10.459598549865262,0.0016140848030061982,0.03121561825964622,-0.019816028824196617
