t,range
737.6,0.34059274196624756
737.62,0.3342060148715973
737.64,0.3277665078639984
737.66,0.3278219401836395
737.68,0.31960660219192505
737.7,0.3191800117492676
737.72,0.3169458508491516
737.74,0.3196008801460266
737.76,0.3229905068874359
737.78,0.31242597103118896
737.8,0.3218472898006439
737.82,0.30642834305763245
737.84,0.3125464916229248
737.86,0.3064028024673462
737.88,0.3039543926715851
737.9,0.2998479902744293
737.92,0.292317658662796
737.94,0.2902136445045471
737.96,0.2911807894706726
737.98,0.288249671459198
738.0,0.28303495049476624
738.02,0.28067508339881897
738.04,0.2819373607635498
738.06,0.2740442156791687
738.08,0.2723175287246704
738.1,0.2701012194156647
738.12,0.2790711522102356
738.14,0.26679402589797974
738.16,0.2708120346069336
738.18,0.2593332529067993
738.2,0.255740225315094
738.22,0.2567079961299896
738.24,0.2595493197441101
738.26,0.2552739381790161
738.28,0.25348377227783203
738.3,0.2563232481479645
738.32,0.248261958360672
738.34,0.24803903698921204
738.36,0.23941561579704285
738.38,0.24431127309799194
738.4,0.23982182145118713
738.42,0.22727422416210175
738.44,0.24059171974658966
738.46,0.23473073542118073
738.48,0.22710223495960236
738.5,0.22205457091331482
738.52,0.2134195864200592
738.54,0.22087930142879486
738.56,0.2226620316505432
738.58,0.20917555689811707
738.6,0.21768607199192047
738.62,0.21695919334888458
738.64,0.21001778542995453
738.66,0.2068846970796585
738.68,0.2051025629043579
738.7,0.2082645148038864
738.72,0.20040781795978546
738.74,0.19751587510108948
738.76,0.1954277753829956
738.78,0.18551239371299744
738.8,0.18404696881771088
738.82,0.1900944709777832
738.84,0.18597403168678284
738.86,0.17861407995224
738.88,0.18078888952732086
738.9,0.17563661932945251
738.92,0.17669089138507843
738.94,0.16695402562618256
738.96,0.1627751737833023
738.98,0.1810891479253769
739.0,0.16467046737670898
739.02,0.16550587117671967
739.04,0.16130973398685455
739.06,0.15733268857002258
739.08,0.15921054780483246
739.1,0.15113608539104462
739.12,0.14838171005249023
739.14,0.152397021651268
739.16,0.15045344829559326
739.18,0.14822091162204742
739.2,0.14594362676143646
